difficulty,board
0.5777777777777777,..41......6.7.9341.1...4.8.9...7...8.5..9.4236....1.7....6278.4.2.9.3..7.7.4.5.3.
0.5777777777777777,..41......6.7.9341.1...4.8.9...7...8.5..9.4236....1.7....6278.4.2.9.3..7.7.4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6166666666666667,..4.......6.7.9341.1...4...9...7...8.5..9.4236....1.7....6278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6555555555555556,..4...........9341.1...4...9...7...8.5..9..236....1.7.....278.4.2.9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.6944444444444444,..4...........9341.1...4...9...7...8....9..236....1.7.....278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7333333333333334,..4...........934..1...4...9...7...8....9...36....1.......278.....9.3..7...4.5.3.
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.7722222222222223,..4...........934..1...4...9...7........9...36....1........78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.8111111111111111,..4...........93.......4...9...7........9...36.............78.....9.3..7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
0.85,...............3.......4...9...7........9...36.............78.....9....7...4.5...
